variable,micronutrient,Units,mean_requirement,min_requirement,max_requirement,data_source
Population|Female|Aged80-84,vitamin b12,mcg/day,2,,,WHO
Population|Female|Aged85-89,vitamin b12,mcg/day,2,,,WHO
Population|Female|Aged90-94,vitamin b12,mcg/day,2,,,WHO
Population|Female|Aged95-99,vitamin b12,mcg/day,2,,,WHO
Population|Female|Aged100+,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged0-4,vitamin b12,mcg/day,0.7,,,WHO
Population|Male|Aged5-9,vitamin b12,mcg/day,1,,,WHO
Population|Male|Aged10-14,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged15-19,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged20-24,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged25-29,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged30-65,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged35-39,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged40-44,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged45-49,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged50-54,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged55-59,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged60-64,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged65-69,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged70-74,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged75-79,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged80-84,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged85-89,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged90-94,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged95-99,vitamin b12,mcg/day,2,,,WHO
Population|Male|Aged100+,vitamin b12,mcg/day,2,,,WHO
Population|Female|Aged0-4,folate,mcg/day,120,,,WHO
Population|Female|Aged5-9,folate,mcg/day,205,,,WHO
Population|Female|Aged10-14,folate,mcg/day,330,,,WHO
Population|Female|Aged15-19,folate,mcg/day,330,,,WHO
Population|Female|Aged20-24,folate,mcg/day,320,,,WHO
Population|Female|Aged25-29,folate,mcg/day,320,,,WHO
Population|Female|Aged30-65,folate,mcg/day,320,,,WHO
Population|Female|Aged35-39,folate,mcg/day,320,,,WHO
Population|Female|Aged40-44,folate,mcg/day,320,,,WHO
Population|Female|Aged45-49,folate,mcg/day,320,,,WHO
Population|Female|Aged50-54,folate,mcg/day,320,,,WHO
Population|Female|Aged55-59,folate,mcg/day,320,,,WHO
Population|Female|Aged60-64,folate,mcg/day,320,,,WHO
Population|Female|Aged65-69,folate,mcg/day,320,,,WHO
Population|Female|Aged70-74,folate,mcg/day,320,,,WHO
Population|Female|Aged75-79,folate,mcg/day,320,,,WHO
Population|Female|Aged80-84,folate,mcg/day,320,,,WHO
Population|Female|Aged85-89,folate,mcg/day,320,,,WHO
Population|Female|Aged90-94,folate,mcg/day,320,,,WHO
Population|Female|Aged95-99,folate,mcg/day,320,,,WHO
Population|Female|Aged100+,folate,mcg/day,320,,,WHO
Population|Male|Aged0-4,folate,mcg/day,120,,,WHO
Population|Male|Aged5-9,folate,mcg/day,205,,,WHO
Population|Male|Aged10-14,folate,mcg/day,330,,,WHO
Population|Male|Aged15-19,folate,mcg/day,330,,,WHO
Population|Male|Aged20-24,folate,mcg/day,320,,,WHO
Population|Male|Aged25-29,folate,mcg/day,320,,,WHO
Population|Male|Aged30-65,folate,mcg/day,320,,,WHO
Population|Male|Aged35-39,folate,mcg/day,320,,,WHO
Population|Male|Aged40-44,folate,mcg/day,320,,,WHO
Population|Male|Aged45-49,folate,mcg/day,320,,,WHO
Population|Male|Aged50-54,folate,mcg/day,320,,,WHO
Population|Male|Aged55-59,folate,mcg/day,320,,,WHO
Population|Male|Aged60-64,folate,mcg/day,320,,,WHO
Population|Male|Aged65-69,folate,mcg/day,320,,,WHO
Population|Male|Aged70-74,folate,mcg/day,320,,,WHO
Population|Male|Aged75-79,folate,mcg/day,320,,,WHO
Population|Male|Aged80-84,folate,mcg/day,320,,,WHO
Population|Male|Aged85-89,folate,mcg/day,320,,,WHO
Population|Male|Aged90-94,folate,mcg/day,320,,,WHO
Population|Male|Aged95-99,folate,mcg/day,320,,,WHO
Population|Male|Aged100+,folate,mcg/day,320,,,WHO
Population|Female|Aged0-4,iodine,mcg/day,90,,,WHO
Population|Female|Aged5-9,iodine,mcg/day,120,,,WHO
Population|Female|Aged10-14,iodine,mcg/day,150,,,WHO
Population|Female|Aged15-19,iodine,mcg/day,150,,,WHO
Population|Female|Aged20-24,iodine,mcg/day,150,,,WHO
Population|Female|Aged25-29,iodine,mcg/day,150,,,WHO
Population|Female|Aged30-65,iodine,mcg/day,150,,,WHO
Population|Female|Aged35-39,iodine,mcg/day,150,,,WHO
Population|Female|Aged40-44,iodine,mcg/day,150,,,WHO
Population|Female|Aged45-49,iodine,mcg/day,150,,,WHO
Population|Female|Aged50-54,iodine,mcg/day,150,,,WHO
Population|Female|Aged55-59,iodine,mcg/day,150,,,WHO
Population|Female|Aged60-64,iodine,mcg/day,150,,,WHO
Population|Female|Aged65-69,iodine,mcg/day,150,,,WHO
Population|Female|Aged70-74,iodine,mcg/day,150,,,WHO
Population|Female|Aged75-79,iodine,mcg/day,150,,,WHO
Population|Female|Aged80-84,iodine,mcg/day,150,,,WHO
Population|Female|Aged85-89,iodine,mcg/day,150,,,WHO
Population|Female|Aged90-94,iodine,mcg/day,150,,,WHO
Population|Female|Aged95-99,iodine,mcg/day,150,,,WHO
Population|Female|Aged100+,iodine,mcg/day,150,,,WHO
Population|Male|Aged0-4,iodine,mcg/day,90,,,WHO
Population|Male|Aged5-9,iodine,mcg/day,120,,,WHO
Population|Male|Aged10-14,iodine,mcg/day,150,,,WHO
Population|Male|Aged15-19,iodine,mcg/day,150,,,WHO
Population|Male|Aged20-24,iodine,mcg/day,150,,,WHO
Population|Male|Aged25-29,iodine,mcg/day,150,,,WHO
Population|Male|Aged30-65,iodine,mcg/day,150,,,WHO
Population|Male|Aged35-39,iodine,mcg/day,150,,,WHO
Population|Male|Aged40-44,iodine,mcg/day,150,,,WHO
Population|Male|Aged45-49,iodine,mcg/day,150,,,WHO
Population|Male|Aged50-54,iodine,mcg/day,150,,,WHO
Population|Male|Aged55-59,iodine,mcg/day,150,,,WHO
Population|Male|Aged60-64,iodine,mcg/day,150,,,WHO
Population|Male|Aged65-69,iodine,mcg/day,150,,,WHO
Population|Male|Aged70-74,iodine,mcg/day,150,,,WHO
Population|Male|Aged75-79,iodine,mcg/day,150,,,WHO
Population|Male|Aged80-84,iodine,mcg/day,150,,,WHO
Population|Male|Aged85-89,iodine,mcg/day,150,,,WHO
Population|Male|Aged90-94,iodine,mcg/day,150,,,WHO
Population|Male|Aged95-99,iodine,mcg/day,150,,,WHO
Population|Male|Aged100+,iodine,mcg/day,150,,,WHO
Population|Female|Aged0-4,sodium,mg/day,1200,,,WHO
Population|Female|Aged5-9,sodium,mg/day,1500,,,WHO
Population|Female|Aged10-14,sodium,mg/day,1800,,,WHO
Population|Female|Aged15-19,sodium,mg/day,2300,,,WHO
Population|Female|Aged20-24,sodium,mg/day,2,,,WHO
Population|Female|Aged25-29,sodium,mg/day,2,,,WHO
Population|Female|Aged30-65,sodium,mg/day,2,,,WHO
Population|Female|Aged35-39,sodium,mg/day,2,,,WHO
Population|Female|Aged40-44,sodium,mg/day,2,,,WHO
Population|Female|Aged45-49,sodium,mg/day,2,,,WHO
Population|Female|Aged50-54,sodium,mg/day,2,,,WHO
Population|Female|Aged55-59,sodium,mg/day,2,,,WHO
Population|Female|Aged60-64,sodium,mg/day,2,,,WHO
Population|Female|Aged65-69,sodium,mg/day,2,,,WHO
Population|Female|Aged70-74,sodium,mg/day,2,,,WHO
Population|Female|Aged75-79,sodium,mg/day,2,,,WHO
Population|Female|Aged80-84,sodium,mg/day,2,,,WHO
Population|Female|Aged85-89,sodium,mg/day,2,,,WHO
Population|Female|Aged90-94,sodium,mg/day,2,,,WHO
Population|Female|Aged95-99,sodium,mg/day,2,,,WHO
Population|Female|Aged100+,sodium,mg/day,2,,,WHO
Population|Male|Aged0-4,sodium,mg/day,1200,,,WHO
Population|Male|Aged5-9,sodium,mg/day,1500,,,WHO
Population|Male|Aged10-14,sodium,mg/day,1800,,,WHO
Population|Male|Aged15-19,sodium,mg/day,2300,,,WHO
Population|Male|Aged20-24,sodium,mg/day,2,,,WHO
Population|Male|Aged25-29,sodium,mg/day,2,,,WHO
Population|Male|Aged30-65,sodium,mg/day,2,,,WHO
Population|Male|Aged35-39,sodium,mg/day,2,,,WHO
Population|Male|Aged40-44,sodium,mg/day,2,,,WHO
Population|Male|Aged45-49,sodium,mg/day,2,,,WHO
Population|Male|Aged50-54,sodium,mg/day,2,,,WHO
Population|Male|Aged55-59,sodium,mg/day,2,,,WHO
Population|Male|Aged60-64,sodium,mg/day,2,,,WHO
Population|Male|Aged65-69,sodium,mg/day,2,,,WHO
Population|Male|Aged70-74,sodium,mg/day,2,,,WHO
Population|Male|Aged75-79,sodium,mg/day,2,,,WHO
Population|Male|Aged80-84,sodium,mg/day,2,,,WHO
Population|Male|Aged85-89,sodium,mg/day,2,,,WHO
Population|Male|Aged90-94,sodium,mg/day,2,,,WHO
Population|Male|Aged95-99,sodium,mg/day,2,,,WHO
Population|Male|Aged100+,sodium,mg/day,2,,,WHO
Population|Female|Aged0-4,calorie,cal/day,1500,,,IMDR
Population|Female|Aged5-9,calorie,cal/day,1500,,,IMDR
Population|Female|Aged10-14,calorie,cal/day,1800,,,IMDR
Population|Female|Aged15-19,calorie,cal/day,2000,,,IMDR
Population|Female|Aged20-24,calorie,cal/day,2100,,,IMDR
Population|Female|Aged25-29,calorie,cal/day,2100,,,IMDR
Population|Female|Aged30-65,calorie,cal/day,2000,,,IMDR
Population|Female|Aged35-39,calorie,cal/day,2000,,,IMDR
Population|Female|Aged40-44,calorie,cal/day,2000,,,IMDR
Population|Female|Aged45-49,calorie,cal/day,2000,,,IMDR
Population|Female|Aged50-54,calorie,cal/day,1800,,,IMDR
Population|Female|Aged55-59,calorie,cal/day,1800,,,IMDR
Population|Female|Aged60-64,calorie,cal/day,1800,,,IMDR
Population|Female|Aged65-69,calorie,cal/day,1800,,,IMDR
Population|Female|Aged70-74,calorie,cal/day,1800,,,IMDR
Population|Female|Aged75-79,calorie,cal/day,1800,,,IMDR
Population|Female|Aged80-84,calorie,cal/day,1800,,,IMDR
Population|Female|Aged85-89,calorie,cal/day,1800,,,IMDR
Population|Female|Aged90-94,calorie,cal/day,1800,,,IMDR
Population|Female|Aged95-99,calorie,cal/day,1800,,,IMDR
Population|Female|Aged100+,calorie,cal/day,1800,,,IMDR
Population|Male|Aged0-4,calorie,cal/day,1500,,,IMDR
Population|Male|Aged5-9,calorie,cal/day,1500,,,IMDR
Population|Male|Aged10-14,calorie,cal/day,2000,,,IMDR
Population|Male|Aged15-19,calorie,cal/day,2600,,,IMDR
Population|Male|Aged20-24,calorie,cal/day,2700,,,IMDR
Population|Male|Aged25-29,calorie,cal/day,2700,,,IMDR
Population|Male|Aged30-65,calorie,cal/day,2500,,,IMDR
Population|Male|Aged35-39,calorie,cal/day,2500,,,IMDR
Population|Male|Aged40-44,calorie,cal/day,2500,,,IMDR
Population|Male|Aged45-49,calorie,cal/day,2500,,,IMDR
Population|Male|Aged50-54,calorie,cal/day,2300,,,IMDR
Population|Male|Aged55-59,calorie,cal/day,2300,,,IMDR
Population|Male|Aged60-64,calorie,cal/day,2300,,,IMDR
Population|Male|Aged65-69,calorie,cal/day,2300,,,IMDR
Population|Male|Aged70-74,calorie,cal/day,2300,,,IMDR
Population|Male|Aged75-79,calorie,cal/day,2300,,,IMDR
Population|Male|Aged80-84,calorie,cal/day,2300,,,IMDR
Population|Male|Aged85-89,calorie,cal/day,2300,,,IMDR
Population|Male|Aged90-94,calorie,cal/day,2300,,,IMDR
Population|Male|Aged95-99,calorie,cal/day,2300,,,IMDR
Population|Male|Aged100+,calorie,cal/day,2300,,,IMDR
