# File:SSP_database_v9.csv,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,iso,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged35-39,million,0.81878,0.828698497,0.994795518,1.077355383,1.009672319,0.970985329,0.979073353,1.073702084,1.107620394,1.156548536,1.159210455,1.128206805,1.102615508,1.099709407,1.10426649,1.093680311,1.06336447,1.019252653,0.973762081
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged40-44,million,0.771641,0.867760515,0.874650533,1.044055755,1.129347085,1.061817441,1.022455766,1.031317819,1.127296479,1.161212393,1.209999352,1.206381807,1.167761475,1.134900638,1.125413414,1.123537168,1.106278577,1.069269284,1.01887049
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged45-49,million,0.799523,0.79921505,0.892920401,0.901260921,1.072693528,1.159858899,1.092810539,1.053373918,1.062873201,1.159763936,1.193832808,1.239835764,1.232065452,1.188595931,1.151115821,1.137395104,1.13135127,1.109841186,1.068751112
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged5-9,million,0.665186,0.754221912,0.78849334,0.839138739,0.84663991,0.831128819,0.83164398,0.860035756,0.896511301,0.921673342,0.931393928,0.927591218,0.920708656,0.91857168,0.920780687,0.918603051,0.90543196,0.881872616,0.853727811
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged50-54,million,0.743235,0.814043387,0.812749944,0.90742874,0.917029107,1.089822899,1.178368307,1.11201562,1.07281756,1.082884832,1.180428949,1.21275242,1.256727375,1.246116442,1.199438639,1.158905374,1.142306696,1.133386656,1.10908591
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged55-59,million,0.666759,0.7479832,0.818817728,0.81946728,0.914995396,0.925890573,1.099597867,1.189304642,1.123839149,1.085052515,1.095690055,1.192247714,1.223295843,1.265796903,1.25324634,1.204448556,1.161831635,1.143172513,1.132294301
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged60-64,million,0.618791,0.663912263,0.745518373,0.817830332,0.820504408,0.916932093,0.929168126,1.103522361,1.194325202,1.129895475,1.091791985,1.101532942,1.197420139,1.22768638,1.269264569,1.255576035,1.20547038,1.161448187,1.141500448
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged65-69,million,0.455471,0.607109038,0.653797624,0.736391889,0.809913739,0.814884877,0.91200395,0.925843548,1.100435608,1.192063912,1.129305176,1.091451308,1.101097972,1.196744609,1.226861683,1.268154671,1.253943586,1.203026784,1.158312185
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged70-74,million,0.36349,0.437324266,0.585338919,0.634023795,0.716852397,0.791559282,0.799108814,0.896777565,0.912718909,1.086449386,1.179248035,1.118809649,1.082666599,1.093322849,1.18931192,1.220185089,1.261636616,1.247084504,1.196103221
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged75-79,million,0.290101,0.333604575,0.404671599,0.54696246,0.597221195,0.680309002,0.755680056,0.767061723,0.865295624,0.883921482,1.056375233,1.150691559,1.09522894,1.062860943,1.076045446,1.173146825,1.205162522,1.246070176,1.231668262
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged80-84,million,0.257376,0.246008948,0.288378408,0.354847376,0.486923588,0.539268158,0.621318959,0.697164044,0.714248581,0.812105716,0.835709025,1.005326958,1.101686044,1.05421196,1.028014248,1.045280577,1.142493374,1.173621108,1.213410296
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged85-89,million,0.162874,0.188936463,0.186984109,0.225898113,0.284419108,0.399823188,0.452654968,0.531327755,0.606233674,0.630163188,0.726709069,0.756837679,0.920509247,1.01881819,0.983782804,0.967242056,0.988274212,1.080122108,1.109488727
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged90-94,million,0.06948,0.093264165,0.114729379,0.119287049,0.151128365,0.196702745,0.287108592,0.336245323,0.406558828,0.476617946,0.507066993,0.598012733,0.63515955,0.786425136,0.884903705,0.86748181,0.860660649,0.879330336,0.961001424
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Female|Aged95-99,million,0.020254,0.026802336,0.039375002,0.05213303,0.058510597,0.0785702,0.10794461,0.166238674,0.204745998,0.260270863,0.316760921,0.349237822,0.426574992,0.46720535,0.595266826,0.687876392,0.685307247,0.679929908,0.694674976
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male,million,11.09266,12.03289169,12.96317771,13.8835627,14.75226507,15.58009518,16.39152563,17.1949429,17.98206536,18.73628669,19.44395959,20.04890368,20.5525242,20.95775039,21.25809696,21.45141755,21.53687079,21.52958885,21.43361102
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged0-4,million,0.748405,0.793724586,0.848234814,0.857437619,0.842111376,0.843443396,0.874269303,0.913953896,0.941926231,0.953645352,0.954220517,0.951497778,0.953495961,0.959940809,0.961730693,0.951899735,0.931002175,0.905074165,0.879752344
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged10-14,million,0.721137,0.726094452,0.817116222,0.856661539,0.909966382,0.917511844,0.90061934,0.900832597,0.930526228,0.968670885,0.994701237,1.002473079,0.995924709,0.986172078,0.981625349,0.981782833,0.977300805,0.961205449,0.934239357
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged100+,million,5.67E-04,0.0012711,0.002230024,0.004331618,0.007250847,0.009842655,0.014761926,0.022808458,0.03845375,0.05388387,0.075713285,0.103651746,0.131792189,0.177046816,0.224956428,0.313803363,0.417515125,0.497542737,0.57205832
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged15-19,million,0.773967,0.735814067,0.739210226,0.830568664,0.870035083,0.923213825,0.930552098,0.913462239,0.913541791,0.943065749,0.980934582,1.005567738,1.011736557,1.003507674,0.992097073,0.985984767,0.984624319,0.978641449,0.961078074
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged20-24,million,0.842711,0.788225557,0.748100555,0.751814448,0.843530751,0.883038618,0.936192802,0.943440815,0.9262454,0.926272211,0.955681676,0.992171043,1.015257099,1.019710589,1.009712392,0.996570251,0.988812674,0.985865239,0.978327914
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged25-29,million,0.825961,0.930216381,0.864759861,0.823986248,0.828459352,0.922581991,0.962193344,1.01517562,1.021288258,1.002685136,1.001747682,1.02215888,1.050053844,1.063741487,1.058021914,1.037726706,1.014612834,0.9974527,0.985483267
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged30-34,million,0.751967,0.940477897,1.035499965,0.971478119,0.929520151,0.935072218,1.031468005,1.070397226,1.122625575,1.127110573,1.106633986,1.09164046,1.099780349,1.115804345,1.116587194,1.097104727,1.062990778,1.026633872,0.997019121
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged35-39,million,0.81134,0.831497446,1.015719395,1.115413196,1.052803258,1.010207758,1.016868315,1.115041706,1.153480469,1.205257907,1.208649698,1.176702266,1.150711946,1.149094124,1.155605306,1.146283344,1.116342648,1.072032805,1.026163025
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged40-44,million,0.763926,0.85764389,0.875107304,1.062334491,1.165098597,1.103827674,1.061162271,1.068783753,1.168196454,1.206485787,1.258092129,1.25519255,1.21563221,1.182412155,1.174290228,1.174444669,1.158518898,1.121982503,1.07146884
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged45-49,million,0.786728,0.788711186,0.88036688,0.899359887,1.088258587,1.193045438,1.133132923,1.090887908,1.099333169,1.199632668,1.238005757,1.286786576,1.279788479,1.235475184,1.197740867,1.185507479,1.18163203,1.161651897,1.121227236
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged5-9,million,0.699695,0.7928427,0.832624577,0.886285424,0.8943767,0.878004086,0.87857078,0.908637635,0.947316515,0.974060788,0.984495847,0.980761469,0.973782223,0.971834931,0.97449987,0.972516809,0.958898864,0.934314061,0.904907549
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged50-54,million,0.727859,0.796920697,0.798713727,0.891323935,0.911644874,1.10138921,1.207606548,1.14919901,1.107694541,1.116990238,1.217923073,1.254679831,1.30152191,1.291913884,1.244667007,1.204150679,1.189319566,1.18293159,1.160520694
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged55-59,million,0.652298,0.726987724,0.796244493,0.800472109,0.893777994,0.915511674,1.105556414,1.212945283,1.156267994,1.115853494,1.126063083,1.22602611,1.261780833,1.307431948,1.296315152,1.247450383,1.205350763,1.189043739,1.181247353
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged60-64,million,0.614152,0.641564014,0.716851595,0.787481586,0.79426812,0.888247146,0.91169967,1.10165617,1.210111057,1.15563606,1.116802152,1.126694274,1.226163879,1.261634887,1.306835373,1.29524975,1.245854787,1.203245197,1.186414528
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged65-69,million,0.449085,0.589883414,0.620557139,0.696697146,0.768234895,0.778046156,0.872647252,0.898428962,1.087598758,1.197043492,1.145671777,1.108409829,1.119107177,1.218721977,1.254759962,1.300401261,1.289333025,1.240562401,1.198431013
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged70-74,million,0.33891,0.416068905,0.552104075,0.586278379,0.662266819,0.734176747,0.747855885,0.842876126,0.871692858,1.058726227,1.169163446,1.122063217,1.088321438,1.101319741,1.201735516,1.239554291,1.286566155,1.277389464,1.230539265
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged75-79,million,0.252476,0.293999777,0.366712983,0.49422319,0.531199233,0.605831199,0.677609633,0.69618338,0.791088922,0.823824248,1.006901853,1.118431199,1.079037828,1.051696031,1.068878168,1.170998031,1.211864416,1.261707123,1.256009574
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged80-84,million,0.195783,0.196319101,0.235916348,0.300366633,0.413161464,0.452287622,0.523722947,0.593809508,0.618486512,0.711541923,0.749175476,0.924923002,1.036926624,1.009083598,0.991208917,1.014755358,1.118533467,1.164244615,1.218175895
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged85-89,million,0.098774,0.126852543,0.133767839,0.167205089,0.218479535,0.309797097,0.348397804,0.412697677,0.478153769,0.508284177,0.595860878,0.638313521,0.800575594,0.911066418,0.898789254,0.894345691,0.925748473,1.031186019,1.083240892
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged90-94,million,0.030531,0.0480173,0.066414491,0.074374666,0.09738602,0.132461161,0.195706605,0.228655421,0.280589747,0.335749933,0.367611474,0.443502746,0.487786927,0.627221388,0.730463606,0.736725481,0.747251241,0.787902772,0.892151797
IIASA-WiC POP,SSP2_v9_130115,aus,AUS,Population|Male|Aged95-99,million,0.006388,0.00975895,0.016925199,0.025468715,0.030435033,0.042557665,0.060931757,0.09506951,0.117447358,0.151865975,0.189909984,0.217256362,0.273346422,0.312920323,0.41757669,0.504161937,0.524797749,0.548979055,0.595154962
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population,million,8.393643975,8.555650114,8.696135397,8.830924541,8.945992517,9.036538557,9.109549735,9.171238167,9.21379027,9.228249976,9.213518997,9.158144259,9.076796389,8.977378257,8.858035537,8.71712625,8.554632626,8.366773005,8.148361362
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female,million,4.298135979,4.369091265,4.431119755,4.493534886,4.5493553,4.595559496,4.633858695,4.667916629,4.693320828,4.703083144,4.695680404,4.664878033,4.619725446,4.565321709,4.501728933,4.427307774,4.341612781,4.238886317,4.112432084
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged0-4,million,0.188122,0.189972815,0.190351536,0.187391634,0.180702758,0.173622785,0.171554968,0.172949493,0.174894548,0.174351308,0.171025829,0.166682883,0.162569109,0.15968937,0.15732908,0.154037404,0.149167188,0.143263693,0.137338459
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged10-14,million,0.213251,0.203946504,0.198116604,0.198733761,0.198948688,0.195724264,0.188878662,0.181851676,0.17974987,0.180886225,0.182404027,0.181145217,0.176667222,0.171225731,0.166124727,0.162357034,0.159180584,0.155120106,0.149529057
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged100+,million,9.88E-04,0.001697247,0.002051327,0.004620079,0.006142004,0.007980305,0.012212183,0.019530405,0.026844734,0.036664659,0.054007814,0.077367284,0.098414296,0.11049362,0.123006163,0.150070007,0.178215097,0.199856084,0.203588648
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged15-19,million,0.245897,0.215360981,0.205764749,0.200151735,0.200791048,0.201011178,0.197764698,0.190908415,0.183905268,0.181801228,0.182889187,0.184140503,0.182599155,0.177832377,0.172114695,0.166761951,0.162764864,0.159374743,0.155112756
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged20-24,million,0.256952,0.248164291,0.217293676,0.207803517,0.202370155,0.203044537,0.203280328,0.200018318,0.193147426,0.186149623,0.184033566,0.184808954,0.185766626,0.183919758,0.178845229,0.172835532,0.167217119,0.162977432,0.159361324
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged25-29,million,0.274574,0.272528708,0.261224501,0.230309276,0.221026006,0.21621262,0.216985082,0.217222293,0.213767346,0.206662014,0.19953738,0.195336197,0.194327837,0.193601909,0.190027805,0.183237232,0.175616113,0.168532862,0.162956995
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged30-34,million,0.264156,0.290345225,0.286464477,0.275238617,0.245228751,0.236698964,0.2331912,0.234043467,0.234321737,0.230687314,0.223434648,0.213544053,0.206892693,0.203769847,0.201047788,0.195454798,0.186685607,0.177229401,0.168499425
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged35-39,million,0.298315,0.275671449,0.300506497,0.297935012,0.286822536,0.257509913,0.249610632,0.247119867,0.248041734,0.248388843,0.244636062,0.235295341,0.223246262,0.214673306,0.209860338,0.205532172,0.198339119,0.188035678,0.177189236
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged40-44,million,0.347956,0.305139694,0.282437321,0.30800517,0.306349349,0.295353709,0.266441422,0.258952828,0.257119447,0.25811789,0.258530674,0.253442601,0.242601602,0.229039312,0.219118652,0.213103288,0.207631254,0.199322824,0.187985645
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged45-49,million,0.348694,0.350187565,0.307927693,0.286090905,0.31216495,0.311166483,0.300365615,0.271797032,0.264611066,0.263185736,0.264260619,0.263934087,0.258023958,0.246282335,0.231824254,0.221102938,0.214367146,0.208210544,0.199253399
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged5-9,million,0.200194,0.194667485,0.195277259,0.195529305,0.19238519,0.185583894,0.178528347,0.176431479,0.177656791,0.17933122,0.178526044,0.174512428,0.169513958,0.164814108,0.161410164,0.158570669,0.154828599,0.149535115,0.143245943
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged50-54,million,0.302481,0.348257881,0.349786146,0.308761056,0.287715223,0.31419189,0.313743026,0.303187893,0.2749684,0.268015469,0.266883152,0.267579174,0.266785403,0.260360729,0.24806747,0.23306882,0.221862412,0.214681575,0.208104714
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged55-59,million,0.253563,0.300284082,0.345865889,0.348067188,0.308280418,0.28803115,0.314876279,0.314924508,0.304659717,0.276760373,0.270017912,0.268543416,0.269035313,0.267987214,0.261285523,0.248701405,0.233421438,0.221951714,0.214522812
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged60-64,million,0.239584,0.250198663,0.296785672,0.342504519,0.345484248,0.306954162,0.287526568,0.314725953,0.315250478,0.305264079,0.277688793,0.270785955,0.269139156,0.269524634,0.268341749,0.261495852,0.248764163,0.233329405,0.221703525
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged65-69,million,0.236911,0.233733953,0.245072425,0.291580847,0.337413404,0.341275694,0.304235899,0.285746086,0.313265284,0.314300258,0.304684844,0.277266389,0.270402623,0.268761023,0.269162594,0.267976461,0.261120639,0.248345899,0.232837998
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged70-74,million,0.196314,0.225694014,0.224126105,0.236282273,0.282404608,0.328061488,0.333341179,0.298396788,0.281204448,0.309082942,0.310803589,0.301760337,0.2749636,0.268433692,0.267041463,0.267660873,0.266663354,0.259916087,0.247162287
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged75-79,million,0.15496,0.17792634,0.207172371,0.207887808,0.221081468,0.266394335,0.312116985,0.319404658,0.287554692,0.272370983,0.300639091,0.303387971,0.295494817,0.269989258,0.264215626,0.263413867,0.264516997,0.263793234,0.257110795
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged80-84,million,0.136737,0.128042685,0.150228278,0.178596621,0.182396471,0.197029488,0.241153632,0.286456808,0.296385287,0.269300612,0.257127606,0.285774124,0.290165477,0.28413658,0.26085566,0.256386334,0.2565758,0.258176247,0.257456517
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged85-89,million,0.101183,0.095475921,0.092771728,0.112658843,0.138511319,0.146005529,0.161932039,0.203397112,0.246729868,0.259583264,0.239252832,0.231405325,0.260235247,0.266975295,0.263879721,0.244327821,0.241954752,0.243130979,0.244629475
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged90-94,million,0.028239,0.052587096,0.052986487,0.054494471,0.06980418,0.090997131,0.100374555,0.116409707,0.151960766,0.189870204,0.204883202,0.193138145,0.190879903,0.218847079,0.228492036,0.229541,0.215629006,0.215256772,0.216287865
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Female|Aged95-99,million,0.009064982,0.009208667,0.018909011,0.020892249,0.023332527,0.032709976,0.045745398,0.054441842,0.06728192,0.0923089,0.120413533,0.135027651,0.132001186,0.134964534,0.159678194,0.171672313,0.177091532,0.168845922,0.168555209
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male,million,4.095507996,4.186558849,4.265015642,4.337389654,4.396637216,4.440979061,4.47569104,4.503321538,4.520469442,4.525166832,4.517838594,4.493266226,4.457070943,4.412056548,4.356306605,4.289818477,4.213019845,4.127886688,4.035929278
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged0-4,million,0.198309,0.201254076,0.201677002,0.198565081,0.19148677,0.18399062,0.181802779,0.183283664,0.185348087,0.184770947,0.181246247,0.176644696,0.17228584,0.169236787,0.166737584,0.163251833,0.158092835,0.151843064,0.145574983
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged10-14,million,0.224927,0.214592098,0.20750851,0.209337055,0.209625441,0.206287417,0.199069932,0.191608278,0.189362086,0.190587486,0.192253641,0.191014914,0.186421264,0.18080356,0.175537212,0.17167373,0.168425907,0.164234867,0.158416536
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged100+,million,1.80E-04,3.37E-04,4.24E-04,9.78E-04,0.001600105,0.002254981,0.003638569,0.006084662,0.008423452,0.01188552,0.018808585,0.028872046,0.037911048,0.043251674,0.05003113,0.065022097,0.08060094,0.09625323,0.107716606
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged15-19,million,0.258108,0.226744909,0.216207826,0.209346595,0.211192436,0.211497935,0.208152243,0.200935688,0.193500378,0.191251648,0.192431819,0.193849569,0.192348522,0.187488552,0.181615896,0.176117458,0.17204207,0.168596826,0.164220084
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged20-24,million,0.265717,0.259594698,0.228147569,0.217796154,0.211154814,0.213062474,0.21341472,0.21008673,0.202885532,0.195469528,0.193217372,0.19411722,0.195271757,0.193498342,0.18836489,0.182232777,0.17649797,0.172206915,0.168561575
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged25-29,million,0.281228,0.278924655,0.271009792,0.239742597,0.229657177,0.223599617,0.225572365,0.225936813,0.222451963,0.215043099,0.207507559,0.203358192,0.20264799,0.202286508,0.198959497,0.192286432,0.184706533,0.177655653,0.172164829
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged30-34,million,0.267209,0.295440131,0.29184614,0.284294453,0.254046296,0.244722001,0.239884758,0.241823314,0.242211997,0.238548933,0.230985027,0.220768017,0.214298679,0.211597069,0.209348402,0.204105231,0.195551552,0.186222663,0.177601425
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged35-39,million,0.297983,0.277508078,0.304641149,0.302470973,0.295248048,0.265811479,0.257134015,0.253268298,0.255194818,0.255628704,0.251850031,0.242256035,0.229964674,0.221681189,0.21738558,0.213612873,0.206842912,0.196822085,0.186162245
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged40-44,million,0.353433,0.303832391,0.283450907,0.311313969,0.310156259,0.303238378,0.274302793,0.266065638,0.262843298,0.264793302,0.265283026,0.260210301,0.249167909,0.235428591,0.225871668,0.220439665,0.21557921,0.20774701,0.196743661
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged45-49,million,0.356146,0.354149967,0.305634538,0.286218094,0.314606146,0.31422393,0.307655256,0.279184255,0.271306856,0.268501532,0.270507586,0.270277574,0.264421419,0.252527726,0.237947288,0.227647512,0.221545747,0.216051204,0.207625449
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged5-9,million,0.211147,0.204297998,0.206148207,0.206464921,0.203194034,0.196013665,0.188528367,0.186295971,0.187609251,0.189421106,0.188604392,0.184439417,0.17923043,0.174333162,0.170804169,0.167866706,0.163969091,0.158424671,0.151824996
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged50-54,million,0.300692,0.352858097,0.351524934,0.304854512,0.286432769,0.315261467,0.315584927,0.309448873,0.281527958,0.273967826,0.271500521,0.273187056,0.272546972,0.266253851,0.25389102,0.238854941,0.228147276,0.221676486,0.215844514
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged55-59,million,0.243636,0.294627464,0.346599838,0.346571616,0.301935096,0.284655584,0.313909038,0.31495558,0.309372652,0.282032221,0.274820766,0.272133868,0.273722512,0.272944718,0.266498569,0.253976617,0.238782558,0.227930271,0.22133266
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged60-64,million,0.224317,0.235498076,0.286137616,0.338108411,0.339534896,0.297214179,0.281264734,0.310962482,0.312791467,0.307789212,0.281148322,0.274030268,0.271370913,0.273023806,0.272275677,0.265862618,0.25336746,0.238196683,0.22736251
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged65-69,million,0.211069,0.211741604,0.224183642,0.274318461,0.326024562,0.329172808,0.2897982,0.275505085,0.305676636,0.30838764,0.304135367,0.278238755,0.271518722,0.26916946,0.271063238,0.270544458,0.264352424,0.252077054,0.2371108
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged70-74,million,0.161794,0.191095503,0.19429798,0.208024106,0.256939444,0.307831636,0.313219358,0.277744352,0.265620519,0.296158716,0.300017385,0.296842117,0.272362107,0.2664927,0.264788193,0.267213794,0.267186028,0.261490876,0.249712178
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged75-79,million,0.112627,0.135457726,0.163802201,0.16968127,0.184386577,0.230961181,0.280349406,0.288525808,0.258433297,0.249197862,0.279903813,0.285384604,0.284002586,0.261979668,0.257531454,0.256986458,0.260311466,0.261151359,0.25634555
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged80-84,million,0.078404,0.082943374,0.103076688,0.128794261,0.136810545,0.151951309,0.194546862,0.240913898,0.25209954,0.229091532,0.223577765,0.254022456,0.261667785,0.262927693,0.244595877,0.24235527,0.243535119,0.248240991,0.250461681
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged85-89,million,0.038018,0.046887261,0.052056303,0.067673341,0.088194664,0.097136112,0.111511382,0.14762835,0.187887013,0.201384281,0.186854531,0.185758897,0.214868153,0.225099252,0.229601813,0.21663778,0.217389903,0.220988406,0.227657849
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged90-94,million,0.00847,0.016462429,0.021744903,0.025764573,0.035392034,0.048816905,0.056615812,0.068365562,0.094388278,0.124973659,0.138553397,0.132627925,0.135644777,0.161446852,0.173500467,0.181348861,0.1749217,0.17915137,0.185604252
IIASA-WiC POP,SSP2_v9_130115,aut,AUT,Population|Male|Aged95-99,million,0.002093996,0.002311725,0.004896031,0.00707166,0.009019105,0.013275384,0.019735523,0.024698235,0.031534368,0.046282081,0.064631441,0.075232298,0.075396884,0.080585388,0.099956981,0.111781366,0.121171143,0.120925007,0.127884895
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population,million,9.187783,9.705228798,10.13246896,10.42374154,10.62777301,10.79589613,10.9300824,10.99812563,10.9929618,10.93036788,10.8403066,10.72316475,10.56957467,10.37538697,10.15273625,9.926287672,9.713008086,9.508149553,9.292462818
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female,million,4.643944,4.893004772,5.098150639,5.240037805,5.34368614,5.431307963,5.499698875,5.531576651,5.522857308,5.483215049,5.431031437,5.369624231,5.292309918,5.193546762,5.077482909,4.958560076,4.850664597,4.753649776,4.655433109
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged0-4,million,0.367203,0.365086435,0.335982362,0.283178203,0.258870757,0.26658237,0.278466833,0.27393521,0.256754837,0.238131149,0.23115397,0.231306054,0.22944534,0.221555,0.210584658,0.201706643,0.196436086,0.192368107,0.186803876
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged10-14,million,0.269465,0.256153815,0.368674811,0.366767552,0.338013225,0.285782921,0.261705183,0.269330543,0.28110372,0.276659756,0.259612755,0.240836533,0.2333863,0.233158854,0.230915664,0.222614322,0.211255147,0.202031021,0.19644383
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged100+,million,4.20E-05,9.40E-05,1.35E-04,1.84E-04,3.09E-04,4.91E-04,5.83E-04,4.58E-04,7.02E-04,0.001630588,0.003172042,0.005034789,0.005881942,0.007142775,0.01000698,0.015956326,0.025851741,0.03183482,0.029027505
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged15-19,million,0.441036,0.270126011,0.256869292,0.369228478,0.367363233,0.338694372,0.286562129,0.262517615,0.270134115,0.281896846,0.277460796,0.260258025,0.241338874,0.233783338,0.233465937,0.231132545,0.222739969,0.211295866,0.201995398
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged20-24,million,0.497404,0.441293658,0.270824693,0.257638914,0.369781048,0.367979147,0.339425798,0.287429216,0.263443305,0.271054851,0.282807279,0.278217581,0.260847191,0.241777684,0.234106467,0.23368717,0.23125299,0.222762194,0.211229242
