"","GCAM_region_ID","Indicator.Name","region","year","value"
"582",6,"Population, female","Australia_NZ","1978",8744669
"583",7,"Population, female","Brazil","1978",58542728
"584",8,"Population, female","Canada","1978",12011533
"585",9,"Population, female","Central America and Caribbean","1978",23446019
"586",10,"Population, female","Central Asia","1978",27690710
"587",11,"Population, female","China","1978",471649064
"588",12,"Population, female","EU-12","1978",52305141
"589",13,"Population, female","EU-15","1978",182553912
"590",14,"Population, female","Europe_Eastern","1978",33492505
"591",15,"Population, female","Europe_Non_EU","1978",31412050
"592",16,"Population, female","European Free Trade Association","1978",5393805
"593",17,"Population, female","India","1978",321198151
"594",18,"Population, female","Indonesia","1978",70673511
"595",19,"Population, female","Japan","1978",58239277
"596",20,"Population, female","Mexico","1978",32255984
"597",21,"Population, female","Middle East","1978",42469607
"598",22,"Population, female","Pakistan","1978",35393003
"599",23,"Population, female","Russia","1978",74040649
"600",24,"Population, female","South Africa","1978",13549026
"601",25,"Population, female","South America_Northern","1978",7737729
"602",26,"Population, female","South America_Southern","1978",23431419
"603",27,"Population, female","South Asia","1978",59930122
"604",28,"Population, female","South Korea","1978",18404430
"605",29,"Population, female","Southeast Asia","1978",110542957
"606",30,"Population, total","Taiwan","1978",0
"607",31,"Population, female","Argentina","1978",13764006
"608",32,"Population, female","Colombia","1978",12484354
"609",1,"Population, female","USA","1979",116934223
"610",2,"Population, female","Africa_Eastern","1979",55259731
"611",3,"Population, female","Africa_Northern","1979",44258626
"612",4,"Population, female","Africa_Southern","1979",30569515
"613",5,"Population, female","Africa_Western","1979",90173921
"614",6,"Population, female","Australia_NZ","1979",8823993
"615",7,"Population, female","Brazil","1979",59950908
"616",8,"Population, female","Canada","1979",12142187
"617",9,"Population, female","Central America and Caribbean","1979",23897395
"618",10,"Population, female","Central Asia","1979",28236909
"619",11,"Population, female","China","1979",478134045
"620",12,"Population, female","EU-12","1979",52615885
"621",13,"Population, female","EU-15","1979",183187905
"622",14,"Population, female","Europe_Eastern","1979",33619008
"623",15,"Population, female","Europe_Non_EU","1979",31981670
"624",16,"Population, female","European Free Trade Association","1979",5410173
"625",17,"Population, female","India","1979",328422054
"626",18,"Population, female","Indonesia","1979",72379110
"627",19,"Population, female","Japan","1979",58735700
"628",20,"Population, female","Mexico","1979",33217040
"629",21,"Population, female","Middle East","1979",43767129
"630",22,"Population, female","Pakistan","1979",36695434
"631",23,"Population, female","Russia","1979",74479027
"632",24,"Population, female","South Africa","1979",13862168
"633",25,"Population, female","South America_Northern","1979",7947300
"634",26,"Population, female","South America_Southern","1979",23940405
"635",27,"Population, female","South Asia","1979",61230551
"636",28,"Population, female","South Korea","1979",18701467
"637",29,"Population, female","Southeast Asia","1979",113045049
"638",30,"Population, total","Taiwan","1979",0
"639",31,"Population, female","Argentina","1979",13991784
"640",32,"Population, female","Colombia","1979",12771020
"641",1,"Population, female","USA","1980",118091979
"642",2,"Population, female","Africa_Eastern","1980",56750955
"643",3,"Population, female","Africa_Northern","1980",45492358
"644",4,"Population, female","Africa_Southern","1980",31592602
"645",5,"Population, female","Africa_Western","1980",92766708
"646",6,"Population, female","Australia_NZ","1980",8921121
"647",7,"Population, female","Brazil","1980",61387462
"648",8,"Population, female","Canada","1980",12308181
"649",9,"Population, female","Central America and Caribbean","1980",24352774
"650",10,"Population, female","Central Asia","1980",28763397
"651",11,"Population, female","China","1980",484249137
"652",12,"Population, female","EU-12","1980",52918747
"653",13,"Population, female","EU-15","1980",183836511
"654",14,"Population, female","Europe_Eastern","1980",33755485
"655",15,"Population, female","Europe_Non_EU","1980",32535194
"656",16,"Population, female","European Free Trade Association","1980",5431896
"657",17,"Population, female","India","1980",335953058
"658",18,"Population, female","Indonesia","1980",74102204
"659",19,"Population, female","Japan","1980",59206049
"660",20,"Population, female","Mexico","1980",34120789
"661",21,"Population, female","Middle East","1980",45329041
"662",22,"Population, female","Pakistan","1980",38300711
"663",23,"Population, female","Russia","1980",74935230
"664",24,"Population, female","South Africa","1980",14186385
"665",25,"Population, female","South America_Northern","1980",8159959
"666",26,"Population, female","South America_Southern","1980",24457393
"667",27,"Population, female","South Asia","1980",62322492
"668",28,"Population, female","South Korea","1980",19011317
"669",29,"Population, female","Southeast Asia","1980",115598447
"670",30,"Population, total","Taiwan","1980",0
"671",31,"Population, female","Argentina","1980",14220750
"672",32,"Population, female","Colombia","1980",13068691
"673",1,"Population, female","USA","1981",119261161
"674",2,"Population, female","Africa_Eastern","1981",58417105
"675",3,"Population, female","Africa_Northern","1981",46772464
"676",4,"Population, female","Africa_Southern","1981",32615812
"677",5,"Population, female","Africa_Western","1981",95391552
"678",6,"Population, female","Australia_NZ","1981",9046290
"679",7,"Population, female","Brazil","1981",62842666
"680",8,"Population, female","Canada","1981",12468647
"681",9,"Population, female","Central America and Caribbean","1981",24810019
"682",10,"Population, female","Central Asia","1981",29300019
"683",11,"Population, female","China","1981",490564960
"684",12,"Population, female","EU-12","1981",53219018
"685",13,"Population, female","EU-15","1981",184380711
"686",14,"Population, female","Europe_Eastern","1981",33905876
"687",15,"Population, female","Europe_Non_EU","1981",33081103
"688",16,"Population, female","European Free Trade Association","1981",5458513
"689",17,"Population, female","India","1981",343719452
"690",18,"Population, female","Indonesia","1981",75833339
"691",19,"Population, female","Japan","1981",59648209
"692",20,"Population, female","Mexico","1981",34922848
"693",21,"Population, female","Middle East","1981",47162413
"694",22,"Population, female","Pakistan","1981",40120973
"695",23,"Population, female","Russia","1981",75351364
"696",24,"Population, female","South Africa","1981",14600980
"697",25,"Population, female","South America_Northern","1981",8375918
"698",26,"Population, female","South America_Southern","1981",24982159
"699",27,"Population, female","South Asia","1981",63093188
"700",28,"Population, female","South Korea","1981",19322543
"701",29,"Population, female","Southeast Asia","1981",118251429
"702",30,"Population, total","Taiwan","1981",0
"703",31,"Population, female","Argentina","1981",14453114
"704",32,"Population, female","Colombia","1981",13373253
"705",1,"Population, female","USA","1982",120388819
"706",2,"Population, female","Africa_Eastern","1982",60344924
"707",3,"Population, female","Africa_Northern","1982",48098199
"708",4,"Population, female","Africa_Southern","1982",33673979
"709",5,"Population, female","Africa_Western","1982",98122132
"710",6,"Population, female","Australia_NZ","1982",9193113
"711",7,"Population, female","Brazil","1982",64306211
"712",8,"Population, female","Canada","1982",12625723
"713",9,"Population, female","Central America and Caribbean","1982",25299987
"714",10,"Population, female","Central Asia","1982",29856728
"715",11,"Population, female","China","1982",497886010
"716",12,"Population, female","EU-12","1982",53524294
"717",13,"Population, female","EU-15","1982",184750423
"718",14,"Population, female","Europe_Eastern","1982",34011553
"719",15,"Population, female","Europe_Non_EU","1982",33666200
"720",16,"Population, female","European Free Trade Association","1982",5486548
"721",17,"Population, female","India","1982",351626946
"722",18,"Population, female","Indonesia","1982",77575448
"723",19,"Population, female","Japan","1982",60074308
"724",20,"Population, female","Mexico","1982",35672570
"725",21,"Population, female","Middle East","1982",49060876
"726",22,"Population, female","Pakistan","1982",41898068
"727",23,"Population, female","Russia","1982",75736169
"728",24,"Population, female","South Africa","1982",15130329
"729",25,"Population, female","South America_Northern","1982",8593980
"730",26,"Population, female","South America_Southern","1982",25514913
"731",27,"Population, female","South Asia","1982",64065743
"732",28,"Population, female","South Korea","1982",19631317
"733",29,"Population, female","Southeast Asia","1982",120958509
"734",30,"Population, total","Taiwan","1982",0
"735",31,"Population, female","Argentina","1982",14688513
"736",32,"Population, female","Colombia","1982",13682869
"737",1,"Population, female","USA","1983",121463955
"738",2,"Population, female","Africa_Eastern","1983",62171433
"739",3,"Population, female","Africa_Northern","1983",49479161
"740",4,"Population, female","Africa_Southern","1983",34780323
"741",5,"Population, female","Africa_Western","1983",100791774
"742",6,"Population, female","Australia_NZ","1983",9319508
"743",7,"Population, female","Brazil","1983",65777066
"744",8,"Population, female","Canada","1983",12759260
"745",9,"Population, female","Central America and Caribbean","1983",25824066
"746",10,"Population, female","Central Asia","1983",30438927
"747",11,"Population, female","China","1983",505174165
"748",12,"Population, female","EU-12","1983",53811885
"749",13,"Population, female","EU-15","1983",184999373
"750",14,"Population, female","Europe_Eastern","1983",34127634
"751",15,"Population, female","Europe_Non_EU","1983",34299902
"752",16,"Population, female","European Free Trade Association","1983",5509200
"753",17,"Population, female","India","1983",359724278
"754",18,"Population, female","Indonesia","1983",79326498
"755",19,"Population, female","Japan","1983",60505995
"756",20,"Population, female","Mexico","1983",36422094
"757",21,"Population, female","Middle East","1983",50856663
"758",22,"Population, female","Pakistan","1983",43522925
"759",23,"Population, female","Russia","1983",76096529
"760",24,"Population, female","South Africa","1983",15739461
"761",25,"Population, female","South America_Northern","1983",8814069
"762",26,"Population, female","South America_Southern","1983",26059065
"763",27,"Population, female","South Asia","1983",65532210
"764",28,"Population, female","South Korea","1983",19929832
"765",29,"Population, female","Southeast Asia","1983",123691974
"766",30,"Population, total","Taiwan","1983",0
"767",31,"Population, female","Argentina","1983",14924486
"768",32,"Population, female","Colombia","1983",14001947
"769",1,"Population, female","USA","1984",122478201
"770",2,"Population, female","Africa_Eastern","1984",63932071
"771",3,"Population, female","Africa_Northern","1984",50895931
"772",4,"Population, female","Africa_Southern","1984",35914173
"773",5,"Population, female","Africa_Western","1984",103465391
"774",6,"Population, female","Australia_NZ","1984",9427691
"775",7,"Population, female","Brazil","1984",67247792
"776",8,"Population, female","Canada","1984",12887917
"777",9,"Population, female","Central America and Caribbean","1984",26353133
"778",10,"Population, female","Central Asia","1984",31046661
"779",11,"Population, female","China","1984",511870703
"780",12,"Population, female","EU-12","1984",54087459
"781",13,"Population, female","EU-15","1984",185223384
"782",14,"Population, female","Europe_Eastern","1984",34252105
"783",15,"Population, female","Europe_Non_EU","1984",34929862
"784",16,"Population, female","European Free Trade Association","1984",5528586
"785",17,"Population, female","India","1984",368029660
"786",18,"Population, female","Indonesia","1984",81064901
"787",19,"Population, female","Japan","1984",60913170
"788",20,"Population, female","Mexico","1984",37164338
"789",21,"Population, female","Middle East","1984",52730791
"790",22,"Population, female","Pakistan","1984",44983988
"791",23,"Population, female","Russia","1984",76576316
"792",24,"Population, female","South Africa","1984",16431317
"793",25,"Population, female","South America_Northern","1984",9036673
"794",26,"Population, female","South America_Southern","1984",26613914
"795",27,"Population, female","South Asia","1984",67218691
"796",28,"Population, female","South Korea","1984",20182770
"797",29,"Population, female","Southeast Asia","1984",126485400
"798",30,"Population, total","Taiwan","1984",0
"799",31,"Population, female","Argentina","1984",15159735
"800",32,"Population, female","Colombia","1984",14326594
"801",1,"Population, female","USA","1985",123519960
"802",2,"Population, female","Africa_Eastern","1985",65741566
"803",3,"Population, female","Africa_Northern","1985",52338408
"804",4,"Population, female","Africa_Southern","1985",37065675
"805",5,"Population, female","Africa_Western","1985",106287928
"806",6,"Population, female","Australia_NZ","1985",9542691
"807",7,"Population, female","Brazil","1985",68711168
"808",8,"Population, female","Canada","1985",13012495
"809",9,"Population, female","Central America and Caribbean","1985",26887826
"810",10,"Population, female","Central Asia","1985",31676674
"811",11,"Population, female","China","1985",518885179
"812",12,"Population, female","EU-12","1985",54347444
"813",13,"Population, female","EU-15","1985",185502557
"814",14,"Population, female","Europe_Eastern","1985",34362705
"815",15,"Population, female","Europe_Non_EU","1985",35547545
"816",16,"Population, female","European Free Trade Association","1985",5550228
"817",17,"Population, female","India","1985",376475662
"818",18,"Population, female","Indonesia","1985",82758996
"819",19,"Population, female","Japan","1985",61309541
"820",20,"Population, female","Mexico","1985",37893236
"821",21,"Population, female","Middle East","1985",54605916
"822",22,"Population, female","Pakistan","1985",46536484
"823",23,"Population, female","Russia","1985",77067918
"824",24,"Population, female","South Africa","1985",17243333
"825",25,"Population, female","South America_Northern","1985",9261870
"826",26,"Population, female","South America_Southern","1985",27178508
"827",27,"Population, female","South Asia","1985",68879677
"828",28,"Population, female","South Korea","1985",20385468
"829",29,"Population, female","Southeast Asia","1985",129266293
"830",30,"Population, total","Taiwan","1985",0
"831",31,"Population, female","Argentina","1985",15392805
"832",32,"Population, female","Colombia","1985",14646986
"833",1,"Population, female","USA","1986",124612223
"834",2,"Population, female","Africa_Eastern","1986",67637112
"835",3,"Population, female","Africa_Northern","1986",53788442
"836",4,"Population, female","Africa_Southern","1986",38227598
"837",5,"Population, female","Africa_Western","1986",109186825
"838",6,"Population, female","Australia_NZ","1986",9658298
"839",7,"Population, female","Brazil","1986",70158889
"840",8,"Population, female","Canada","1986",13145756
"841",9,"Population, female","Central America and Caribbean","1986",27428193
"842",10,"Population, female","Central Asia","1986",32365148
"843",11,"Population, female","China","1986",526623155
"844",12,"Population, female","EU-12","1986",54601755
"845",13,"Population, female","EU-15","1986",185859234
"846",14,"Population, female","Europe_Eastern","1986",34480390
"847",15,"Population, female","Europe_Non_EU","1986",36158430
"848",16,"Population, female","European Free Trade Association","1986",5575709
"849",17,"Population, female","India","1986",385067312
"850",18,"Population, female","Indonesia","1986",84396961
"851",19,"Population, female","Japan","1986",61650870
"852",20,"Population, female","Mexico","1986",38607741
"853",21,"Population, female","Middle East","1986",56534348
"854",22,"Population, female","Pakistan","1986",48269312
"855",23,"Population, female","Russia","1986",77497245
"856",24,"Population, female","South Africa","1986",17993069
"857",25,"Population, female","South America_Northern","1986",9491518
"858",26,"Population, female","South America_Southern","1986",27752367
"859",27,"Population, female","South Asia","1986",70323136
"860",28,"Population, female","South Korea","1986",20582576
"861",29,"Population, female","Southeast Asia","1986",132069378
"862",30,"Population, total","Taiwan","1986",0
"863",31,"Population, female","Argentina","1986",15626548
"864",32,"Population, female","Colombia","1986",14966988
"865",1,"Population, female","USA","1987",125682339
"866",2,"Population, female","Africa_Eastern","1987",69652928
"867",3,"Population, female","Africa_Northern","1987",55211234
"868",4,"Population, female","Africa_Southern","1987",39375659
"869",5,"Population, female","Africa_Western","1987",112183732
"870",6,"Population, female","Australia_NZ","1987",9799698
"871",7,"Population, female","Brazil","1987",71589812
"872",8,"Population, female","Canada","1987",13321982
"873",9,"Population, female","Central America and Caribbean","1987",27975905
"874",10,"Population, female","Central Asia","1987",33108131
"875",11,"Population, female","China","1987",535049971
"876",12,"Population, female","EU-12","1987",54849483
"877",13,"Population, female","EU-15","1987",186249557
"878",14,"Population, female","Europe_Eastern","1987",34605305
"879",15,"Population, female","Europe_Non_EU","1987",36750723
"880",16,"Population, female","European Free Trade Association","1987",5607128
"881",17,"Population, female","India","1987",393755601
"882",18,"Population, female","Indonesia","1987",86004739
"883",19,"Population, female","Japan","1987",61963243
"884",20,"Population, female","Mexico","1987",39311370
"885",21,"Population, female","Middle East","1987",58518261
"886",22,"Population, female","Pakistan","1987",50064842
"887",23,"Population, female","Russia","1987",77892375
"888",24,"Population, female","South Africa","1987",18604223
"889",25,"Population, female","South America_Northern","1987",9724960
"890",26,"Population, female","South America_Southern","1987",28335828
"891",27,"Population, female","South Asia","1987",71686319
"892",28,"Population, female","South Korea","1987",20772477
"893",29,"Population, female","Southeast Asia","1987",134908146
"894",30,"Population, total","Taiwan","1987",0
"895",31,"Population, female","Argentina","1987",15862727
"896",32,"Population, female","Colombia","1987",15293772
"897",1,"Population, female","USA","1988",126778469
"898",2,"Population, female","Africa_Eastern","1988",71581705
"899",3,"Population, female","Africa_Northern","1988",56615949
"900",4,"Population, female","Africa_Southern","1988",40541543
"901",5,"Population, female","Africa_Western","1988",115281367
"902",6,"Population, female","Australia_NZ","1988",9944729
"903",7,"Population, female","Brazil","1988",73004388
"904",8,"Population, female","Canada","1988",13500396
"905",9,"Population, female","Central America and Caribbean","1988",28535584
"906",10,"Population, female","Central Asia","1988",33858910
"907",11,"Population, female","China","1988",543616701
"908",12,"Population, female","EU-12","1988",55063262
"909",13,"Population, female","EU-15","1988",186745972
"910",14,"Population, female","Europe_Eastern","1988",34722782
"911",15,"Population, female","Europe_Non_EU","1988",37333566
"912",16,"Population, female","European Free Trade Association","1988",5643497
"913",17,"Population, female","India","1988",402535292
"914",18,"Population, female","Indonesia","1988",87604902
"915",19,"Population, female","Japan","1988",62236126
"916",20,"Population, female","Mexico","1988",40019226
"917",21,"Population, female","Middle East","1988",60457950
"918",22,"Population, female","Pakistan","1988",51899712
"919",23,"Population, female","Russia","1988",78250507
"920",24,"Population, female","South Africa","1988",19231343
"921",25,"Population, female","South America_Northern","1988",9960787
"922",26,"Population, female","South America_Southern","1988",28931473
"923",27,"Population, female","South Asia","1988",73134054
"924",28,"Population, female","South Korea","1988",20962445
"925",29,"Population, female","Southeast Asia","1988",137764758
"926",30,"Population, total","Taiwan","1988",0
"927",31,"Population, female","Argentina","1988",16100939
"928",32,"Population, female","Colombia","1988",15627949
"929",1,"Population, female","USA","1989",127916009
"930",2,"Population, female","Africa_Eastern","1989",73471356
"931",3,"Population, female","Africa_Northern","1989",58006471
"932",4,"Population, female","Africa_Southern","1989",41742762
"933",5,"Population, female","Africa_Western","1989",118501631
"934",6,"Population, female","Australia_NZ","1989",10099342
"935",7,"Population, female","Brazil","1989",74400370
"936",8,"Population, female","Canada","1989",13751532
"937",9,"Population, female","Central America and Caribbean","1989",29105540
"938",10,"Population, female","Central Asia","1989",34323063
"939",11,"Population, female","China","1989",551869836
"940",12,"Population, female","EU-12","1989",55142087
"941",13,"Population, female","EU-15","1989",187422033
"942",14,"Population, female","Europe_Eastern","1989",34848112
"943",15,"Population, female","Europe_Non_EU","1989",37924727
"944",16,"Population, female","European Free Trade Association","1989",5679795
"945",17,"Population, female","India","1989",411461378
"946",18,"Population, female","Indonesia","1989",89198541
"947",19,"Population, female","Japan","1989",62501517
"948",20,"Population, female","Mexico","1989",40728948
"949",21,"Population, female","Middle East","1989",62422705
"950",22,"Population, female","Pakistan","1989",53724935
"951",23,"Population, female","Russia","1989",78585136
"952",24,"Population, female","South Africa","1989",19858547
"953",25,"Population, female","South America_Northern","1989",10198318
"954",26,"Population, female","South America_Southern","1989",29536803
"955",27,"Population, female","South Asia","1989",74698390
"956",28,"Population, female","South Korea","1989",21154831
"957",29,"Population, female","Southeast Asia","1989",140646202
"958",30,"Population, total","Taiwan","1989",0
"959",31,"Population, female","Argentina","1989",16338719
"960",32,"Population, female","Colombia","1989",15970252
"961",1,"Population, female","USA","1990",129295455
"962",2,"Population, female","Africa_Eastern","1990",75549247
"963",3,"Population, female","Africa_Northern","1990",59372965
"964",4,"Population, female","Africa_Southern","1990",42937342
"965",5,"Population, female","Africa_Western","1990",121734995
"966",6,"Population, female","Australia_NZ","1990",10245262
"967",7,"Population, female","Brazil","1990",75779994
"968",8,"Population, female","Canada","1990",13963399
"969",9,"Population, female","Central America and Caribbean","1990",29681742
"970",10,"Population, female","Central Asia","1990",34850980
"971",11,"Population, female","China","1990",559802777
"972",12,"Population, female","EU-12","1990",55133507
"973",13,"Population, female","EU-15","1990",188182603
"974",14,"Population, female","Europe_Eastern","1990",34898947
"975",15,"Population, female","Europe_Non_EU","1990",38492334
"976",16,"Population, female","European Free Trade Association","1990",5721447
"977",17,"Population, female","India","1990",420468106
"978",18,"Population, female","Indonesia","1990",90771091
"979",19,"Population, female","Japan","1990",62728216
"980",20,"Population, female","Mexico","1990",41509560
"981",21,"Population, female","Middle East","1990",65322768
"982",22,"Population, female","Pakistan","1990",55569854
"983",23,"Population, female","Russia","1990",78635282
"984",24,"Population, female","South Africa","1990",20454959
"985",25,"Population, female","South America_Northern","1990",10434632
"986",26,"Population, female","South America_Southern","1990",30147271
"987",27,"Population, female","South Asia","1990",76159264
"988",28,"Population, female","South Korea","1990",21346470
"989",29,"Population, female","Southeast Asia","1990",143616806
"990",30,"Population, total","Taiwan","1990",0
"991",31,"Population, female","Argentina","1990",16574141
"992",32,"Population, female","Colombia","1990",16319819
"993",1,"Population, female","USA","1991",130946888
"994",2,"Population, female","Africa_Eastern","1991",77645199
"995",3,"Population, female","Africa_Northern","1991",60708881
"996",4,"Population, female","Africa_Southern","1991",44103048
"997",5,"Population, female","Africa_Western","1991",125043446
"998",6,"Population, female","Australia_NZ","1991",10444273
"999",7,"Population, female","Brazil","1991",77129183
"1000",8,"Population, female","Canada","1991",14138442
"1001",9,"Population, female","Central America and Caribbean","1991",30256907
"1002",10,"Population, female","Central Asia","1991",35378056
"1003",11,"Population, female","China","1991",567247672
"1004",12,"Population, female","EU-12","1991",55071279
"1005",13,"Population, female","EU-15","1991",189073435
"1006",14,"Population, female","Europe_Eastern","1991",34938703
"1007",15,"Population, female","Europe_Non_EU","1991",38957346
"1008",16,"Population, female","European Free Trade Association","1991",5775645
"1009",17,"Population, female","India","1991",429478264
"1010",18,"Population, female","Indonesia","1991",92335803
"1011",19,"Population, female","Japan","1991",62995976
"1012",20,"Population, female","Mexico","1991",42363669
"1013",21,"Population, female","Middle East","1991",67463394
"1014",22,"Population, female","Pakistan","1991",57435675
"1015",23,"Population, female","Russia","1991",78819676
"1016",24,"Population, female","South Africa","1991",20972094
"1017",25,"Population, female","South America_Northern","1991",10671092
"1018",26,"Population, female","South America_Southern","1991",30753581
"1019",27,"Population, female","South Asia","1991",77574191
"1020",28,"Population, female","South Korea","1991",21548966
"1021",29,"Population, female","Southeast Asia","1991",146598274
"1022",30,"Population, total","Taiwan","1991",0
"1023",31,"Population, female","Argentina","1991",16807594
"1024",32,"Population, female","Colombia","1991",16666875
"1025",1,"Population, female","USA","1992",132681562
"1026",2,"Population, female","Africa_Eastern","1992",79710542
"1027",3,"Population, female","Africa_Northern","1992",62033052
"1028",4,"Population, female","Africa_Southern","1992",45278314
"1029",5,"Population, female","Africa_Western","1992",128499229
"1030",6,"Population, female","Australia_NZ","1992",10564745
"1031",7,"Population, female","Brazil","1992",78445848
"1032",8,"Population, female","Canada","1992",14312897
"1033",9,"Population, female","Central America and Caribbean","1992",30828248
"1034",10,"Population, female","Central Asia","1992",35811232
"1035",11,"Population, female","China","1992",574008375
"1036",12,"Population, female","EU-12","1992",54979427
"1037",13,"Population, female","EU-15","1992",189890512
"1038",14,"Population, female","Europe_Eastern","1992",35003807
"1039",15,"Population, female","Europe_Non_EU","1992",39309173
"1040",16,"Population, female","European Free Trade Association","1992",5828475
"1041",17,"Population, female","India","1992",438527953
"1042",18,"Population, female","Indonesia","1992",93896001
"1043",19,"Population, female","Japan","1992",63252136
"1044",20,"Population, female","Mexico","1992",43224989
"1045",21,"Population, female","Middle East","1992",69593937
"1046",22,"Population, female","Pakistan","1992",58986038
"1047",23,"Population, female","Russia","1992",78879774
"1048",24,"Population, female","South Africa","1992",21471959
"1049",25,"Population, female","South America_Northern","1992",10908576
"1050",26,"Population, female","South America_Southern","1992",31351516
"1051",27,"Population, female","South Asia","1992",79616675
"1052",28,"Population, female","South Korea","1992",21773212
"1053",29,"Population, female","Southeast Asia","1992",149613396
"1054",30,"Population, total","Taiwan","1992",0
"1055",31,"Population, female","Argentina","1992",17039077
"1056",32,"Population, female","Colombia","1992",17012155
"1057",1,"Population, female","USA","1993",134368686
"1058",2,"Population, female","Africa_Eastern","1993",81898486
"1059",3,"Population, female","Africa_Northern","1993",63350723
"1060",4,"Population, female","Africa_Southern","1993",46481653
"1061",5,"Population, female","Africa_Western","1993",132022475
"1062",6,"Population, female","Australia_NZ","1993",10666896
"1063",7,"Population, female","Brazil","1993",79750902
"1064",8,"Population, female","Canada","1993",14478794
"1065",9,"Population, female","Central America and Caribbean","1993",31391657
"1066",10,"Population, female","Central Asia","1993",36151606
"1067",11,"Population, female","China","1993",580463040
"1068",12,"Population, female","EU-12","1993",54968672
"1069",13,"Population, female","EU-15","1993",190626654
"1070",14,"Population, female","Europe_Eastern","1993",35011841
"1071",15,"Population, female","Europe_Non_EU","1993",39690639
"1072",16,"Population, female","European Free Trade Association","1993",5874730
"1073",17,"Population, female","India","1993",447615320
"1074",18,"Population, female","Indonesia","1993",95452746
"1075",19,"Population, female","Japan","1993",63480813
"1076",20,"Population, female","Mexico","1993",44092387
"1077",21,"Population, female","Middle East","1993",71265503
"1078",22,"Population, female","Pakistan","1993",60526987
"1079",23,"Population, female","Russia","1993",78843028
"1080",24,"Population, female","South Africa","1993",22006067
"1081",25,"Population, female","South America_Northern","1993",11145186
"1082",26,"Population, female","South America_Southern","1993",31941242
"1083",27,"Population, female","South Asia","1993",82035725
"1084",28,"Population, female","South Korea","1993",21992707
"1085",29,"Population, female","Southeast Asia","1993",152668012
"1086",30,"Population, total","Taiwan","1993",0
"1087",31,"Population, female","Argentina","1993",17269492
"1088",32,"Population, female","Colombia","1993",17362186
"1089",1,"Population, female","USA","1994",135964042
"1090",2,"Population, female","Africa_Eastern","1994",83743626
"1091",3,"Population, female","Africa_Northern","1994",64645512
"1092",4,"Population, female","Africa_Southern","1994",47751068
"1093",5,"Population, female","Africa_Western","1994",135918966
"1094",6,"Population, female","Australia_NZ","1994",10779551
"1095",7,"Population, female","Brazil","1994",81055777
"1096",8,"Population, female","Canada","1994",14643061
"1097",9,"Population, female","Central America and Caribbean","1994",31938982
"1098",10,"Population, female","Central Asia","1994",36340472
"1099",11,"Population, female","China","1994",586890129
"1100",12,"Population, female","EU-12","1994",54971606
"1101",13,"Population, female","EU-15","1994",191186332
"1102",14,"Population, female","Europe_Eastern","1994",34856256
"1103",15,"Population, female","Europe_Non_EU","1994",40159457
"1104",16,"Population, female","European Free Trade Association","1994",5917099
"1105",17,"Population, female","India","1994",456726553
"1106",18,"Population, female","Indonesia","1994",97016958
"1107",19,"Population, female","Japan","1994",63683139
"1108",20,"Population, female","Mexico","1994",44964382
"1109",21,"Population, female","Middle East","1994",72838734
"1110",22,"Population, female","Pakistan","1994",62325262
"1111",23,"Population, female","Russia","1994",78853448
"1112",24,"Population, female","South Africa","1994",22522796
"1113",25,"Population, female","South America_Northern","1994",11382035
"1114",26,"Population, female","South America_Southern","1994",32524835
"1115",27,"Population, female","South Asia","1994",84218702
"1116",28,"Population, female","South Korea","1994",22210858
"1117",29,"Population, female","Southeast Asia","1994",155681316
"1118",30,"Population, total","Taiwan","1994",0
"1119",31,"Population, female","Argentina","1994",17499129
"1120",32,"Population, female","Colombia","1994",17714470
"1121",1,"Population, female","USA","1995",137526519
"1122",2,"Population, female","Africa_Eastern","1995",85793154
"1123",3,"Population, female","Africa_Northern","1995",65912276
"1124",4,"Population, female","Africa_Southern","1995",49033864
"1125",5,"Population, female","Africa_Western","1995",139892867
"1126",6,"Population, female","Australia_NZ","1995",10909214
"1127",7,"Population, female","Brazil","1995",82360145
"1128",8,"Population, female","Canada","1995",14799796
"1129",9,"Population, female","Central America and Caribbean","1995",32476841
"1130",10,"Population, female","Central Asia","1995",36456018
"1131",11,"Population, female","China","1995",593116254
"1132",12,"Population, female","EU-12","1995",54948909
"1133",13,"Population, female","EU-15","1995",191702792
"1134",14,"Population, female","Europe_Eastern","1995",34612226
"1135",15,"Population, female","Europe_Non_EU","1995",40584820
"1136",16,"Population, female","European Free Trade Association","1995",5954034
"1137",17,"Population, female","India","1995",465846665
"1138",18,"Population, female","Indonesia","1995",98589133
"1139",19,"Population, female","Japan","1995",63859897
"1140",20,"Population, female","Mexico","1995",45831232
"1141",21,"Population, female","Middle East","1995",74586874
"1142",22,"Population, female","Pakistan","1995",64211200
"1143",23,"Population, female","Russia","1995",78902653
"1144",24,"Population, female","South Africa","1995",23025116
"1145",25,"Population, female","South America_Northern","1995",11619646
"1146",26,"Population, female","South America_Southern","1995",33102026
"1147",27,"Population, female","South Asia","1995",86147010
"1148",28,"Population, female","South Korea","1995",22432247
"1149",29,"Population, female","Southeast Asia","1995",158596353
"1150",30,"Population, total","Taiwan","1995",0
"1151",31,"Population, female","Argentina","1995",17725502
"1152",32,"Population, female","Colombia","1995",18063500
"1153",1,"Population, female","USA","1996",139073983
"1154",2,"Population, female","Africa_Eastern","1996",88697343
"1155",3,"Population, female","Africa_Northern","1996",67135406
"1156",4,"Population, female","Africa_Southern","1996",50210940
"1157",5,"Population, female","Africa_Western","1996",143482140
